epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.9022,3.39215,5.32624,3.40914,2.38307,0.02,0.12766,0.01232,0.00507,0.00667,0.04255,0.00354,0.00053,2.17631,4.47638,3.38003,1.71624,0,0,0
2,71.096,2.87108,5.37679,3.23996,1.9963,0.02,0.12766,0.01229,0.00566,0.01,0.06383,0.00538,0.00071,2.21125,4.37408,3.36472,1.7246,1.99505e-05,1.99505e-05,1.99505e-05
