epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,2544.79,1.44938,1.41037,1.20796,1.21003,0.48995,0.65957,0.4792,0.20229,0.39372,0.53191,0.41199,0.15001,1.76169,1.28172,1.49698,1.3411,0.0006833,0.0006833,0.0006833
135,2564.33,1.57246,1.75164,1.26034,1.29404,0.48995,0.65957,0.4792,0.20229,0.39372,0.53191,0.41199,0.15001,1.76169,1.28172,1.49698,1.3411,0.0006734,0.0006734,0.0006734
136,2583.3,1.52131,1.56866,1.26822,1.2784,0.48995,0.65957,0.4792,0.20229,0.39372,0.53191,0.41199,0.15001,1.76169,1.28172,1.49698,1.3411,0.0006635,0.0006635,0.0006635
137,2603.7,1.50423,1.4723,1.24536,1.25953,0.48995,0.65957,0.4792,0.20229,0.39372,0.53191,0.41199,0.15001,1.76169,1.28172,1.49698,1.3411,0.0006536,0.0006536,0.0006536
138,2623.43,1.61589,1.79702,1.28019,1.3059,0.48995,0.65957,0.4792,0.20229,0.39372,0.53191,0.41199,0.15001,1.76169,1.28172,1.49698,1.3411,0.0006437,0.0006437,0.0006437
139,2641.54,1.35217,1.344,1.16367,1.21753,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0006338,0.0006338,0.0006338
140,2659.52,1.29556,1.31681,1.13466,1.1654,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0006239,0.0006239,0.0006239
141,2677.83,1.33736,1.47401,1.16675,1.1376,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.000614,0.000614,0.000614
142,2697.94,1.62449,1.8214,1.30367,1.31652,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0006041,0.0006041,0.0006041
143,2713.13,1.32908,1.32852,1.24702,1.15631,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0005942,0.0005942,0.0005942
144,2730.13,1.48142,1.58892,1.17247,1.25377,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0005843,0.0005843,0.0005843
145,2743.86,1.28816,1.26925,1.17476,1.14392,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0005744,0.0005744,0.0005744
146,2761.89,1.75111,2.04403,1.31986,1.36764,0.4639,0.61702,0.51586,0.22503,0.42104,0.53191,0.44615,0.15071,1.58122,1.25293,1.46269,1.25659,0.0005645,0.0005645,0.0005645
147,2775.82,1.37321,1.31165,1.15911,1.15433,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0005546,0.0005546,0.0005546
148,2793.97,1.2396,1.31907,1.13661,1.13662,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0005447,0.0005447,0.0005447
149,2814.79,1.48525,1.61087,1.23336,1.26295,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0005348,0.0005348,0.0005348
150,2834.2,1.47912,1.52151,1.22562,1.21284,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0005249,0.0005249,0.0005249
151,2852.33,1.4594,1.47464,1.21781,1.21946,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.000515,0.000515,0.000515
152,2871.91,1.54545,1.8296,1.25622,1.27776,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0005051,0.0005051,0.0005051
153,2892.8,1.61272,1.79803,1.29057,1.25528,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0004952,0.0004952,0.0004952
154,2914.05,1.47774,1.43818,1.21005,1.23624,0.49542,0.64768,0.50787,0.2271,0.38597,0.48936,0.42234,0.16023,1.6808,1.3153,1.45522,1.2571,0.0004853,0.0004853,0.0004853
155,2934.77,1.307,1.38311,1.174,1.17487,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004754,0.0004754,0.0004754
156,2950.51,1.2614,1.34618,1.09853,1.11327,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004655,0.0004655,0.0004655
157,2969.49,1.3413,1.50009,1.09969,1.16456,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004556,0.0004556,0.0004556
158,2986.76,1.38948,1.39356,1.16342,1.1232,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004457,0.0004457,0.0004457
159,3004.38,1.2949,1.36291,1.11177,1.13577,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004358,0.0004358,0.0004358
160,3021.67,1.30701,1.26242,1.04122,1.14881,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004259,0.0004259,0.0004259
161,3042.91,1.46769,1.61534,1.16669,1.2193,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.000416,0.000416,0.000416
162,3058.01,1.48524,1.71829,1.20785,1.25196,0.51605,0.68085,0.51963,0.23114,0.3791,0.44681,0.3856,0.12844,1.64323,1.50279,1.40537,1.20777,0.0004061,0.0004061,0.0004061
163,3073.23,1.38162,1.539,1.11455,1.16098,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003962,0.0003962,0.0003962
164,3090.75,1.31542,1.31171,1.16839,1.14416,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003863,0.0003863,0.0003863
165,3107.07,1.19834,1.20606,1.07408,1.1281,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003764,0.0003764,0.0003764
166,3125.27,1.26181,1.33755,1.06126,1.12827,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003665,0.0003665,0.0003665
167,3141.45,1.21832,1.25151,1.07731,1.07939,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003566,0.0003566,0.0003566
168,3160.03,1.58147,1.78531,1.23467,1.22359,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003467,0.0003467,0.0003467
169,3175.86,1.4374,1.61378,1.16997,1.23063,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003368,0.0003368,0.0003368
170,3190.4,1.38068,1.42375,1.10569,1.11478,0.58849,0.69987,0.57797,0.23095,0.34201,0.3982,0.34224,0.11085,1.6382,1.42844,1.43682,1.21498,0.0003269,0.0003269,0.0003269
171,3205.77,1.29467,1.34326,1.11938,1.16473,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.000317,0.000317,0.000317
172,3222.04,1.15933,1.2852,1.02833,1.10941,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0003071,0.0003071,0.0003071
173,3238.7,1.23413,1.12172,1.06654,1.10076,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002972,0.0002972,0.0002972
174,3256.15,1.42377,1.4879,1.16825,1.17899,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002873,0.0002873,0.0002873
175,3273.03,1.2216,1.32514,1.01289,1.12565,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002774,0.0002774,0.0002774
176,3289.63,1.32805,1.39473,1.10284,1.14429,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002675,0.0002675,0.0002675
177,3307.62,1.34866,1.37682,1.1236,1.18103,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002576,0.0002576,0.0002576
178,3327.13,1.43,1.57889,1.14639,1.2167,0.53558,0.6383,0.5176,0.24199,0.37428,0.51064,0.42037,0.15574,1.62713,1.2663,1.42954,1.24472,0.0002477,0.0002477,0.0002477
179,3345.01,1.35477,1.43594,1.10312,1.16117,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0002378,0.0002378,0.0002378
180,3365.51,1.5117,1.6513,1.16834,1.26873,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0002279,0.0002279,0.0002279
181,3383.33,1.30254,1.29249,1.05595,1.13118,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.000218,0.000218,0.000218
182,3402.18,1.17877,1.27528,0.98413,1.0793,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0002081,0.0002081,0.0002081
183,3423.69,1.16566,1.32766,1.01239,1.11679,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0001982,0.0001982,0.0001982
184,3442.32,1.27971,1.29192,1.04165,1.1256,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0001883,0.0001883,0.0001883
185,3461.5,1.41816,1.59334,1.14819,1.21617,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0001784,0.0001784,0.0001784
186,3480.25,1.29396,1.42566,1.10726,1.18164,0.60035,0.6383,0.57106,0.24931,0.43885,0.49927,0.41906,0.16241,1.64571,1.20339,1.40009,1.26758,0.0001685,0.0001685,0.0001685
187,3499.41,1.15079,1.16079,0.99563,1.08154,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.0001586,0.0001586,0.0001586
188,3515.46,1.1255,1.27036,1.03783,1.11717,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.0001487,0.0001487,0.0001487
189,3536.65,1.2384,1.40826,1.08985,1.17408,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.0001388,0.0001388,0.0001388
190,3557.79,1.27973,1.50715,1.02853,1.17007,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.0001289,0.0001289,0.0001289
191,3635.72,1.10235,1.21628,0.97967,1.09807,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.000119,0.000119,0.000119
192,3656.6,1.26373,1.33144,1.04526,1.1118,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,0.0001091,0.0001091,0.0001091
193,3676.8,1.14659,1.44653,0.99034,1.08996,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,9.92e-05,9.92e-05,9.92e-05
194,3691.05,1.09023,1.1207,0.98124,1.09784,0.57977,0.67523,0.57745,0.2539,0.48842,0.56885,0.48917,0.17202,1.65385,1.17042,1.40857,1.26517,8.93e-05,8.93e-05,8.93e-05
195,3704.22,1.34419,1.32833,1.08419,1.11815,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,7.94e-05,7.94e-05,7.94e-05
196,3722.59,1.19986,1.22417,1.07113,1.15233,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,6.95e-05,6.95e-05,6.95e-05
197,3739.22,1.16534,1.2022,0.98902,1.07416,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,5.96e-05,5.96e-05,5.96e-05
198,3756.72,1.04961,1.08177,0.92058,1.01891,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,4.97e-05,4.97e-05,4.97e-05
199,3772.72,1.17018,1.09091,1.05308,1.08872,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,3.98e-05,3.98e-05,3.98e-05
200,3791.64,1.11534,1.18898,0.97995,1.08539,0.56974,0.68085,0.54865,0.25686,0.50511,0.59574,0.49211,0.1727,1.64182,1.16815,1.39564,1.2538,2.99e-05,2.99e-05,2.99e-05
