epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,187.315,2.42195,2.13749,2.14983,1.76714,0.23209,0.19444,0.13116,0.04569,0.27028,0.18939,0.13579,0.048,2.59171,1.99934,2.34085,2.01842,0.00169063,0.00169063,0.00169063
12,203.681,2.3973,2.0555,2.06364,1.71397,0.27317,0.23232,0.17743,0.06108,0.33945,0.2601,0.24761,0.10119,2.4706,1.75223,2.31818,1.88543,0.00165969,0.00165969,0.00165969
13,220.657,2.43401,2.16028,2.20777,1.72689,0.22103,0.20202,0.1373,0.0494,0.29981,0.23247,0.19863,0.0713,2.50608,1.87152,2.19842,1.91199,0.00162875,0.00162875,0.00162875
14,237.032,2.30368,2.04528,2.13224,1.66512,0.25737,0.18904,0.14003,0.05067,0.30997,0.20455,0.17131,0.05733,2.4781,1.90746,2.19294,1.90394,0.00159781,0.00159781,0.00159781
15,253.603,2.23977,2.00377,2.05055,1.66884,0.29743,0.28283,0.22194,0.08252,0.33702,0.29798,0.26587,0.09528,2.25783,1.81959,1.90209,1.77954,0.00156688,0.00156688,0.00156688
16,270.317,2.2384,2.04693,1.97664,1.63042,0.24302,0.19444,0.15485,0.05601,0.25932,0.2399,0.19351,0.06781,2.50857,2.19858,2.16212,1.95061,0.00153594,0.00153594,0.00153594
17,286.504,2.32787,2.11961,2.04164,1.67514,0.22733,0.27273,0.18269,0.06765,0.41049,0.20455,0.21816,0.08431,2.42279,2.04372,1.96053,1.8672,0.001505,0.001505,0.001505
18,302.749,2.25398,2.09355,2.0051,1.62776,0.27451,0.23737,0.18724,0.0657,0.32632,0.27778,0.22667,0.08301,2.445,1.82678,2.21258,1.87526,0.00147406,0.00147406,0.00147406
19,319.253,2.25326,2.02196,1.94873,1.63143,0.2455,0.24242,0.17263,0.05865,0.3175,0.28283,0.25285,0.09783,2.51253,2.02734,2.13855,1.9261,0.00144312,0.00144312,0.00144312
20,335.529,2.18855,1.9028,1.95873,1.60384,0.3342,0.27525,0.22978,0.07547,0.40704,0.28535,0.26369,0.09735,2.3751,1.65565,1.93279,1.81198,0.00141219,0.00141219,0.00141219
21,351.963,2.25396,1.95299,1.97203,1.63009,0.30894,0.26263,0.2131,0.07585,0.38898,0.2958,0.28373,0.10588,2.32352,1.72354,1.98439,1.83022,0.00138125,0.00138125,0.00138125
22,368.444,2.16528,1.95603,1.90945,1.59242,0.32349,0.24747,0.22221,0.08551,0.3565,0.27273,0.25396,0.09083,2.28317,2.13597,1.95136,1.79833,0.00135031,0.00135031,0.00135031
23,384.719,2.13563,2.01229,1.93186,1.58911,0.34033,0.29444,0.20288,0.07711,0.38891,0.31339,0.25957,0.09681,2.32309,1.65184,2.02581,1.78267,0.00131938,0.00131938,0.00131938
24,401.044,2.09054,1.94962,1.83776,1.54491,0.33961,0.27273,0.24101,0.08678,0.41446,0.2904,0.29069,0.11259,2.2596,1.91417,1.92313,1.73811,0.00128844,0.00128844,0.00128844
25,417.441,2.08912,1.91018,1.82005,1.54615,0.34786,0.32576,0.26828,0.10488,0.39685,0.3323,0.29896,0.11266,2.22144,1.75677,1.83796,1.6859,0.0012575,0.0012575,0.0012575
26,434.011,2.09644,1.88861,1.82962,1.51448,0.346,0.31796,0.29106,0.11708,0.38462,0.32323,0.32397,0.12173,2.07825,1.72644,1.78717,1.64299,0.00122656,0.00122656,0.00122656
27,450.673,2.05019,1.87793,1.79402,1.52858,0.33082,0.25,0.21265,0.08374,0.44863,0.26768,0.28041,0.10558,2.31383,1.73858,1.9572,1.7956,0.00119562,0.00119562,0.00119562
28,467.439,2.03863,1.83414,1.7996,1.49716,0.33423,0.34848,0.27819,0.11641,0.37309,0.35617,0.31018,0.12092,2.13393,1.61527,1.75357,1.6738,0.00116469,0.00116469,0.00116469
29,483.704,2.00601,1.89652,1.79225,1.51452,0.3514,0.29278,0.26928,0.10592,0.43301,0.33333,0.33768,0.12701,2.22174,1.76359,1.84804,1.73,0.00113375,0.00113375,0.00113375
30,500.114,1.99873,1.85956,1.77952,1.48232,0.41224,0.27099,0.26053,0.09579,0.42806,0.33081,0.34213,0.12963,2.24523,1.77645,1.94307,1.76241,0.00110281,0.00110281,0.00110281
31,516.689,1.97269,1.87798,1.74893,1.47864,0.35762,0.27778,0.27083,0.11456,0.39318,0.29293,0.30618,0.12138,2.15175,1.77891,1.80595,1.69158,0.00107187,0.00107187,0.00107187
32,533.615,1.98789,1.83474,1.73989,1.47103,0.31325,0.31566,0.24755,0.08962,0.39152,0.30051,0.27265,0.09617,2.30216,2.07198,1.85218,1.76724,0.00104094,0.00104094,0.00104094
33,549.784,1.96793,1.77482,1.76303,1.48206,0.35259,0.33838,0.27426,0.10963,0.38606,0.34596,0.3258,0.13159,2.09888,1.62952,1.77335,1.66172,0.00101,0.00101,0.00101
34,566.239,1.98501,1.72736,1.74576,1.46684,0.36718,0.2989,0.28428,0.11412,0.41935,0.31566,0.32555,0.11886,2.15631,1.87683,1.7763,1.67395,0.000979063,0.000979063,0.000979063
35,582.582,1.97479,1.73242,1.65283,1.44796,0.37058,0.34343,0.3053,0.12224,0.4576,0.35354,0.37501,0.15335,2.09732,1.51838,1.76216,1.6883,0.000948125,0.000948125,0.000948125
36,599.201,1.96389,1.73877,1.73752,1.48558,0.32086,0.28514,0.23436,0.09049,0.483,0.27525,0.30246,0.11006,2.26689,1.96071,1.88069,1.8057,0.000917188,0.000917188,0.000917188
37,615.461,1.98752,1.82556,1.71165,1.47495,0.38543,0.31566,0.27903,0.11816,0.4784,0.35354,0.3438,0.14459,2.10275,1.74372,1.78036,1.66108,0.00088625,0.00088625,0.00088625
38,631.917,1.92536,1.80103,1.70827,1.43442,0.39503,0.30051,0.24802,0.09433,0.46948,0.29798,0.2933,0.11643,2.2381,1.83328,1.85759,1.71512,0.000855313,0.000855313,0.000855313
39,648.381,1.88694,1.77058,1.64243,1.42391,0.36674,0.33838,0.30591,0.13196,0.4684,0.34343,0.35239,0.1495,2.03082,1.62821,1.73727,1.59769,0.000824375,0.000824375,0.000824375
40,665.291,1.90968,1.7602,1.68632,1.43595,0.40241,0.34596,0.31506,0.13224,0.44613,0.34596,0.33678,0.13266,2.08687,1.80486,1.73578,1.60851,0.000793437,0.000793437,0.000793437
41,681.493,1.94344,1.77874,1.70713,1.45806,0.42186,0.32323,0.30833,0.12817,0.45336,0.29112,0.32024,0.12163,2.13094,1.87476,1.70202,1.63029,0.0007625,0.0007625,0.0007625
42,698.481,1.8464,1.72136,1.60908,1.40597,0.39139,0.33081,0.31707,0.13061,0.4027,0.35606,0.36232,0.14613,2.11303,1.62844,1.74866,1.67759,0.000731563,0.000731563,0.000731563
43,715.322,1.90631,1.86522,1.63537,1.44114,0.41529,0.35354,0.31382,0.13394,0.43846,0.36281,0.36361,0.13655,2.09432,1.80692,1.68578,1.66786,0.000700625,0.000700625,0.000700625
44,731.757,1.86795,1.74389,1.58557,1.39521,0.37146,0.31566,0.27555,0.1153,0.43353,0.30808,0.32386,0.12061,2.15819,1.81407,1.78361,1.68432,0.000669688,0.000669688,0.000669688
45,748.117,1.84644,1.73455,1.62984,1.41318,0.41854,0.39141,0.35049,0.15239,0.49215,0.39644,0.38912,0.15575,2.00198,1.61614,1.62505,1.59844,0.00063875,0.00063875,0.00063875
46,764.755,1.78935,1.68437,1.57008,1.36181,0.41275,0.31818,0.31365,0.11943,0.47052,0.33081,0.33976,0.12162,2.07474,1.76611,1.71847,1.62765,0.000607812,0.000607812,0.000607812
47,781.002,1.78112,1.75187,1.58706,1.36778,0.42955,0.35101,0.3375,0.14324,0.47283,0.37626,0.38845,0.15522,1.99424,1.61478,1.6148,1.6297,0.000576875,0.000576875,0.000576875
48,797.569,1.77239,1.64121,1.56082,1.35281,0.39837,0.33081,0.29236,0.1219,0.43486,0.36111,0.34884,0.13602,2.05931,1.76447,1.70288,1.66813,0.000545937,0.000545937,0.000545937
49,813.879,1.78864,1.73163,1.54687,1.35695,0.39741,0.3231,0.30732,0.12734,0.43171,0.33838,0.33525,0.13278,2.04796,1.77104,1.70985,1.63616,0.000515,0.000515,0.000515
50,830.35,1.82116,1.75822,1.57186,1.36916,0.40142,0.30556,0.29131,0.12696,0.50062,0.33586,0.35032,0.14266,2.01687,1.62402,1.76301,1.60128,0.000484063,0.000484063,0.000484063
51,847.358,1.70644,1.62452,1.50608,1.32983,0.39574,0.31566,0.29233,0.12601,0.49846,0.32576,0.36114,0.14442,2.03104,1.80844,1.73386,1.62199,0.000453125,0.000453125,0.000453125
52,864.445,1.70988,1.62469,1.51405,1.33504,0.42468,0.33838,0.33551,0.1488,0.50067,0.36967,0.39809,0.15506,1.95193,1.74126,1.66485,1.56914,0.000422187,0.000422187,0.000422187
53,881.147,1.76322,1.64265,1.49463,1.35502,0.39279,0.34848,0.33559,0.13025,0.48472,0.34091,0.38183,0.14889,2.08626,1.69074,1.70426,1.63065,0.00039125,0.00039125,0.00039125
54,898.276,1.7676,1.66835,1.48098,1.32507,0.41119,0.37879,0.35471,0.15012,0.52357,0.36364,0.40694,0.16064,2.02057,1.63843,1.59131,1.58638,0.000360313,0.000360313,0.000360313
55,951.692,1.61568,1.38833,1.38539,1.26621,0.40722,0.30706,0.31451,0.12397,0.42614,0.31566,0.3426,0.13135,2.09237,1.72467,1.7561,1.63063,0.000329375,0.000329375,0.000329375
56,968.015,1.59539,1.40291,1.35669,1.26016,0.44488,0.34848,0.3697,0.1494,0.46662,0.35859,0.38513,0.15028,2.00103,1.69237,1.62246,1.58217,0.000298438,0.000298438,0.000298438
57,984.091,1.58401,1.3708,1.35602,1.24201,0.46115,0.37879,0.36979,0.15174,0.50979,0.37028,0.40609,0.15802,2.01016,1.76688,1.60834,1.59176,0.0002675,0.0002675,0.0002675
58,1000.8,1.56643,1.40574,1.32821,1.23182,0.46054,0.36869,0.36564,0.15532,0.49531,0.37121,0.40499,0.16356,2.01054,1.70169,1.59221,1.60895,0.000236562,0.000236562,0.000236562
59,1017.61,1.53255,1.35723,1.33018,1.21833,0.45241,0.38889,0.37452,0.16474,0.49407,0.38963,0.40752,0.16724,1.93841,1.61985,1.54744,1.56911,0.000205625,0.000205625,0.000205625
60,1034.21,1.54227,1.3475,1.30256,1.22725,0.46283,0.41414,0.39638,0.17553,0.54302,0.37374,0.42083,0.16914,1.92775,1.65273,1.50198,1.54714,0.000174688,0.000174688,0.000174688
61,1050.77,1.55358,1.36901,1.3293,1.24599,0.48168,0.39141,0.39848,0.17277,0.51985,0.38889,0.42011,0.17013,1.93831,1.63656,1.50762,1.55558,0.00014375,0.00014375,0.00014375
62,1067.21,1.54484,1.35289,1.30516,1.22218,0.50516,0.37374,0.38166,0.16439,0.56103,0.36364,0.41659,0.16588,1.94837,1.63429,1.54259,1.57526,0.000112812,0.000112812,0.000112812
63,1083.3,1.51474,1.30839,1.27052,1.21734,0.49207,0.35859,0.37691,0.16498,0.52955,0.38384,0.41617,0.16518,1.93452,1.61264,1.54857,1.57702,8.1875e-05,8.1875e-05,8.1875e-05
64,1099.45,1.49426,1.36426,1.25877,1.20527,0.5172,0.35354,0.38137,0.17026,0.53406,0.39141,0.42157,0.16855,1.90837,1.62253,1.53014,1.5613,5.09375e-05,5.09375e-05,5.09375e-05
